Reference Number,Easting,Northing,Number of Vehicles,Accident Date,Time (24hr),1st Road Class,Road Surface,Lighting Conditions,Weather Conditions,Casualty Class,Casualty Severity,Sex of Casualty,Age of Casualty,Type of Vehicle
110147366,427263,426389,3,29-Mar-11,1650,A,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver,Slight,Male,27,Goods vehicle 3.5 tonnes mgw and under
110147891,429787,430630,2,29-Mar-11,1048,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,34,Bus or coach (17 or more passenger seats)
110146986,424577,434672,2,30-Mar-11,815,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,17,Car
110147118,430434,431154,2,30-Mar-11,845,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,16,M/cycle 50cc and under
110147545,430177,429855,2,30-Mar-11,750,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,20,Car
110147588,427945,436112,2,30-Mar-11,1345,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,51,Pedal cycle
110148122,432179,434625,1,30-Mar-11,1710,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,26,Car
110148375,426967,433112,6,30-Mar-11,2030,B,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Male,29,Car
110148375,426967,433112,6,30-Mar-11,2030,B,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Female,35,Car
110149098,427541,437734,1,31-Mar-11,950,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,82,Bus or coach (17 or more passenger seats)
110149820,427502,425503,2,31-Mar-11,1405,A,Dry,Daylight: street lights present,Fine with high winds,Driver,Slight,Male,39,Car
110149931,424865,432032,1,31-Mar-11,1455,Unclassified,Dry,Daylight: street lights present,Fine with high winds,Pedestrian,Slight,Male,12,Motorcycle over 50cc and up to 125cc
110150257,428121,426255,2,31-Mar-11,1805,A,Wet / Damp,Daylight: street lights present,Fine with high winds,Driver,Slight,Female,48,Car
110150468,431146,434400,2,31-Mar-11,2257,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Female,28,Car
110151597,429653,433378,1,01-Apr-11,1435,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,29,Taxi/Private hire car
110151726,433576,433246,2,01-Apr-11,1430,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,20,M/cycle 50cc and under
110152939,437504,433078,2,01-Apr-11,1925,Unclassified,Dry,Daylight: street lights present,Fine with high winds,Driver,Slight,Male,31,Car
110153059,426912,429231,1,01-Apr-11,830,A,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,13,Car
110155614,439824,448511,3,01-Apr-11,1055,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,54,Goods vehicle 3.5 tonnes mgw and under
110155614,439824,448511,3,01-Apr-11,1055,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,62,Car
110182648,434972,425881,1,01-Apr-11,1905,Motorway,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,36,Car
110152940,428530,431389,1,02-Apr-11,1315,A,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,21,Car
110153576,431349,435059,2,02-Apr-11,1645,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Serious,Female,37,Pedal cycle
110153910,429588,430994,2,03-Apr-11,235,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Serious,Male,20,Motorcycle over 50cc and up to 125cc
110153910,429588,430994,2,03-Apr-11,235,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Serious,Male,18,Motorcycle over 50cc and up to 125cc
110153933,430555,433360,2,03-Apr-11,445,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Female,22,Car
110155218,423526,444445,1,03-Apr-11,1248,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,25,Car
110155557,429664,427888,2,03-Apr-11,1600,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,17,Pedal cycle
110156471,431481,435622,2,04-Apr-11,1715,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,22,Car
110158220,425411,440051,2,05-Apr-11,1530,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,52,Pedal cycle
110158407,424606,427655,5,05-Apr-11,1638,Motorway,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,43,Car
110158407,424606,427655,5,05-Apr-11,1638,Motorway,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,62,Car
110158670,443076,433512,2,05-Apr-11,2044,A,Dry,Darkness: no street lighting,Fine without high winds,Driver,Slight,Male,40,Car
110158670,443076,433512,2,05-Apr-11,2044,A,Dry,Darkness: no street lighting,Fine without high winds,Passenger,Fatal,Female,39,Car
110158670,443076,433512,2,05-Apr-11,2044,A,Dry,Darkness: no street lighting,Fine without high winds,Passenger,Serious,Female,18,Car
110158670,443076,433512,2,05-Apr-11,2044,A,Dry,Darkness: no street lighting,Fine without high winds,Passenger,Fatal,Female,43,Car
110158689,430220,435118,2,05-Apr-11,2248,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Passenger,Slight,Female,52,Car
110158689,430220,435118,2,05-Apr-11,2248,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Passenger,Slight,Female,21,Car
110159147,424432,438642,2,06-Apr-11,855,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,45,Pedal cycle
110159284,431173,431863,2,06-Apr-11,1033,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,25,Motorcycle over 50cc and up to 125cc
110159547,425944,434673,2,06-Apr-11,715,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,42,Car
110159946,427046,433537,1,06-Apr-11,1430,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Serious,Female,85,Goods vehicle 3.5 tonnes mgw and under
110160328,431883,435042,3,06-Apr-11,2015,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,32,Car
110160328,431883,435042,3,06-Apr-11,2015,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,20,Car
110160328,431883,435042,3,06-Apr-11,2015,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,31,Car
110160328,431883,435042,3,06-Apr-11,2015,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Female,20,Car
110160328,431883,435042,3,06-Apr-11,2015,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Male,20,Car
110160328,431883,435042,3,06-Apr-11,2015,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Male,18,Car
110160328,431883,435042,3,06-Apr-11,2015,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Male,29,Car
110160737,437508,431825,1,06-Apr-11,1925,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,36,Car
110161875,433298,436234,2,06-Apr-11,1730,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,32,Pedal cycle
110161034,418117,442482,2,07-Apr-11,915,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,37,Pedal cycle
110161889,436109,434833,2,07-Apr-11,1650,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,31,Pedal cycle
110162112,440460,428794,2,07-Apr-11,1714,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,9,Pedal cycle
110162388,437668,444819,2,07-Apr-11,2250,A,Dry,Darkness: no street lighting,Fine without high winds,Driver,Slight,Female,60,Car
110162388,437668,444819,2,07-Apr-11,2250,A,Dry,Darkness: no street lighting,Fine without high winds,Driver,Serious,Male,46,Car
110163204,425059,433372,2,07-Apr-11,1130,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,80,Car
110163239,422123,438623,2,07-Apr-11,1245,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,39,Other Vehicle 
110163658,433181,433165,2,08-Apr-11,1350,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Serious,Male,14,Pedal cycle
110163695,425344,443241,2,08-Apr-11,1620,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,18,Pedal cycle
110163825,428528,431534,2,08-Apr-11,1750,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,62,Car
110163825,428528,431534,2,08-Apr-11,1750,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,43,Car
110163970,425911,432231,2,08-Apr-11,2200,A,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,56,Car
110164707,435946,436803,4,08-Apr-11,1958,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,22,Car
110164707,435946,436803,4,08-Apr-11,1958,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,34,Car
110164707,435946,436803,4,08-Apr-11,1958,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,2,Car
110165050,433932,434041,1,08-Apr-11,2340,A,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,19,Car
110167917,430130,437785,2,08-Apr-11,1200,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,41,Car
110167917,430130,437785,2,08-Apr-11,1200,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,16,Car
110167917,430130,437785,2,08-Apr-11,1200,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,3,Car
110167917,430130,437785,2,08-Apr-11,1200,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,3,Car
110167917,430130,437785,2,08-Apr-11,1200,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,7,Car
110167917,430130,437785,2,08-Apr-11,1200,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,5,Car
110167917,430130,437785,2,08-Apr-11,1200,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,20,Car
110203861,431300,436316,2,08-Apr-11,558,B,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,39,Car
110165636,430498,437097,5,09-Apr-11,2333,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Pedestrian,Slight,Male,22,Car
110165636,430498,437097,5,09-Apr-11,2333,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Male,56,Car
110165636,430498,437097,5,09-Apr-11,2333,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Male,36,Car
110165712,443644,437108,2,09-Apr-11,1030,A(M),Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,22,Car
110167322,428356,431281,2,09-Apr-11,845,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,38,Car
110165821,421799,444120,3,10-Apr-11,810,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,50,Motorcycle over 500cc
110165821,421799,444120,3,10-Apr-11,810,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,54,Motorcycle over 500cc
110166442,432434,435148,2,10-Apr-11,1648,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,7,Pedal cycle
110166609,430370,434053,2,10-Apr-11,1950,A(M),Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,24,Motorcycle over 500cc
110166620,429372,433779,2,10-Apr-11,1720,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,25,Car
110166620,429372,433779,2,10-Apr-11,1720,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,26,Car
110166627,426551,427392,2,10-Apr-11,1835,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,47,Car
110166627,426551,427392,2,10-Apr-11,1835,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,20,Car
110166627,426551,427392,2,10-Apr-11,1835,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,19,Car
110166627,426551,427392,2,10-Apr-11,1835,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,19,Car
110166677,425157,432379,2,10-Apr-11,1930,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,19,Car
110166750,422259,433375,2,10-Apr-11,1930,B,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,84,Car
110170133,430317,433807,1,10-Apr-11,430,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Slight,Male,22,Taxi/Private hire car
110167505,432496,436596,3,11-Apr-11,1010,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,32,Car
110167505,432496,436596,3,11-Apr-11,1010,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,38,Car
110168048,426874,433602,2,11-Apr-11,1340,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,40,Car
110168048,426874,433602,2,11-Apr-11,1340,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,38,Car
110168708,435001,438398,2,11-Apr-11,2130,A,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Female,44,Car
110168779,429033,431918,2,11-Apr-11,2100,Unclassified,Dry,Darkness: street lighting unknown,Fine with high winds,Driver,Slight,Male,31,Pedal cycle
110168797,436242,434290,1,11-Apr-11,2355,A,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Male,20,Car
110168982,432623,429549,1,12-Apr-11,742,A,Dry,Darkness: street lights present but unlit,Fine without high winds,Driver,Serious,Male,21,Motorcycle over 125cc and up to 500cc
110169263,426282,435580,2,12-Apr-11,1034,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,42,Bus or coach (17 or more passenger seats)
110169263,426282,435580,2,12-Apr-11,1034,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,26,Car
110169371,419112,441918,1,12-Apr-11,1000,A,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Serious,Female,83,Other Vehicle 
110170224,427527,436943,2,12-Apr-11,1730,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,28,Pedal cycle
110170296,429727,430545,3,12-Apr-11,1745,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,22,Car
110170296,429727,430545,3,12-Apr-11,1745,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,16,Car
110170296,429727,430545,3,12-Apr-11,1745,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,21,Car
110170296,429727,430545,3,12-Apr-11,1745,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,2,Car
110170346,435546,438368,2,12-Apr-11,1820,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,18,Car
