Reference Number,Easting,Northing,Number of Vehicles,Accident Date,Time (24hr),1st Road Class,Road Surface,Lighting Conditions,Weather Conditions,Casualty Class,Casualty Severity,Sex of Casualty,Age of Casualty,Type of Vehicle
269609,424886,444606,2,05-Apr-09,1550,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,46,Motorcycle over 500cc
277009,427543,432903,1,05-Apr-09,1915,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,17,Car
277009,427543,432903,1,05-Apr-09,1915,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,18,Car
269209,428852,433990,2,06-Apr-09,1945,Unclassified,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Driver,Slight,Male,29,Pedal cycle
270209,421539,435948,3,06-Apr-09,1658,A,Wet / Damp,Daylight: street lights present,Raining without high winds,Passenger,Slight,Female,55,Car
272309,430731,434283,2,06-Apr-09,1125,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,20,Car
272309,430731,434283,2,06-Apr-09,1125,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,18,Car
272509,431444,432701,2,06-Apr-09,1319,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,24,Car
272509,431444,432701,2,06-Apr-09,1319,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,36,Car
273009,425702,426862,2,06-Apr-09,1520,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,56,Car
273909,422765,445542,2,06-Apr-09,1600,A,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver,Slight,Male,72,Car
273909,422765,445542,2,06-Apr-09,1600,A,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver,Slight,Male,28,Car
274609,429891,434519,2,06-Apr-09,1900,A,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,39,Pedal cycle
283509,430791,438688,1,06-Apr-09,940,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,79,Car
320209,443136,439819,2,06-Apr-09,554,A(M),Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,54,Car
274109,433592,435610,1,07-Apr-09,1425,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,12,Car
275809,430370,433941,2,07-Apr-09,1303,A(M),Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,50,Car
275809,430370,433941,2,07-Apr-09,1303,A(M),Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,32,Car
290309,431327,438631,2,07-Apr-09,1815,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,32,Car
277209,422250,436363,2,08-Apr-09,1223,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,75,Goods vehicle 3.5 tonnes mgw and under
284909,435547,438365,2,08-Apr-09,1205,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,27,Car
285609,441282,431079,1,09-Apr-09,1815,B,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Serious,Male,23,Car
286309,430715,434288,2,09-Apr-09,620,Unclassified,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver,Slight,Male,77,Car
286309,430715,434288,2,09-Apr-09,620,Unclassified,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver,Slight,Female,45,Car
286509,428059,433561,1,09-Apr-09,1740,A,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,19,Motorcycle over 500cc
406509,439867,427273,2,09-Apr-09,2030,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Male,54,Car
406509,439867,427273,2,09-Apr-09,2030,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Male,20,Car
277309,424046,430387,1,10-Apr-09,150,A,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Driver,Slight,Male,18,M/cycle 50cc and under
286809,429698,433426,1,10-Apr-09,2255,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Slight,Male,45,Bus or coach (17 or more passenger seats)
392709,425144,437875,2,10-Apr-09,1715,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,59,Car
280109,428446,429073,1,11-Apr-09,1535,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,60,Bus or coach (17 or more passenger seats)
280109,428446,429073,1,11-Apr-09,1535,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,10,Bus or coach (17 or more passenger seats)
285709,432137,438849,1,11-Apr-09,940,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,37,Car
287009,440840,445870,3,11-Apr-09,1051,A(M),Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,45,Car
287009,440840,445870,3,11-Apr-09,1051,A(M),Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,45,Car
290909,419544,441599,2,11-Apr-09,1445,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,59,Car
295509,426290,435692,2,11-Apr-09,1440,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,24,Car
304109,434257,433802,2,11-Apr-09,1530,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,20,Car
304109,434257,433802,2,11-Apr-09,1530,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,19,Car
285809,433167,434031,2,12-Apr-09,30,A,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,21,Car
285809,433167,434031,2,12-Apr-09,30,A,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Serious,Male,50,Car
285809,433167,434031,2,12-Apr-09,30,A,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Serious,Female,49,Car
286009,436682,436632,1,12-Apr-09,2020,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,9,Car
286209,435744,443414,2,12-Apr-09,1521,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,62,Car
286209,435744,443414,2,12-Apr-09,1521,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,45,Car
286209,435744,443414,2,12-Apr-09,1521,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,17,Car
286209,435744,443414,2,12-Apr-09,1521,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,17,Car
286709,431969,435824,2,12-Apr-09,2345,A,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,27,Car
286709,431969,435824,2,12-Apr-09,2345,A,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Male,15,Car
286709,431969,435824,2,12-Apr-09,2345,A,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Male,18,Car
286709,431969,435824,2,12-Apr-09,2345,A,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Male,22,Car
288409,425115,433769,1,12-Apr-09,1812,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,22,Bus or coach (17 or more passenger seats)
288409,425115,433769,1,12-Apr-09,1812,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,21,Bus or coach (17 or more passenger seats)
289909,432378,437421,2,12-Apr-09,1520,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,20,Car
280209,436809,436503,2,13-Apr-09,2020,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Female,45,Car
287309,428391,426416,2,13-Apr-09,1720,Motorway,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,64,Car
301009,436157,433573,2,13-Apr-09,1605,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,20,Pedal cycle
301209,431225,433708,2,13-Apr-09,1940,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,66,Taxi/Private hire car
304309,425965,439207,1,13-Apr-09,1655,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,6,Car
311609,432509,427307,2,13-Apr-09,2311,A,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Female,63,Car
311609,432509,427307,2,13-Apr-09,2311,A,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Female,49,Car
311609,432509,427307,2,13-Apr-09,2311,A,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Serious,Male,73,Car
311609,432509,427307,2,13-Apr-09,2311,A,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Female,49,Car
287709,430003,431790,2,14-Apr-09,1220,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,58,Motorcycle over 500cc
288209,428040,431881,2,14-Apr-09,1525,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,38,Pedal cycle
289309,435064,428910,3,14-Apr-09,1215,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,23,Car
289309,435064,428910,3,14-Apr-09,1215,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,19,Car
289309,435064,428910,3,14-Apr-09,1215,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,50,Car
291409,421004,441151,1,14-Apr-09,1430,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Serious,Female,74,Car
301609,423835,429490,2,14-Apr-09,1945,B,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,23,Car
301609,423835,429490,2,14-Apr-09,1945,B,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,19,Car
312909,432515,427319,2,14-Apr-09,945,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,64,Goods vehicle 3.5 tonnes mgw and under
293309,427817,436326,1,15-Apr-09,1240,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,8,Bus or coach (17 or more passenger seats)
295209,429230,433660,6,15-Apr-09,1440,A(M),Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,28,Car
295209,429230,433660,6,15-Apr-09,1440,A(M),Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,37,Car
295209,429230,433660,6,15-Apr-09,1440,A(M),Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,30,Car
295209,429230,433660,6,15-Apr-09,1440,A(M),Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,25,Car
295209,429230,433660,6,15-Apr-09,1440,A(M),Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,46,Car
295209,429230,433660,6,15-Apr-09,1440,A(M),Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,28,Car
295909,424186,428202,2,15-Apr-09,1140,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,58,Car
298809,431165,431439,1,15-Apr-09,1136,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,78,Bus or coach (17 or more passenger seats)
367809,440392,433057,1,15-Apr-09,1042,B,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Serious,Male,84,Car
296309,430068,433822,2,16-Apr-09,230,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,25,Pedal cycle
299309,428543,437391,2,16-Apr-09,815,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Serious,Male,58,Pedal cycle
300409,432481,430704,2,16-Apr-09,2030,B,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,44,Car
300409,432481,430704,2,16-Apr-09,2030,B,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,30,Car
305609,429444,434909,2,16-Apr-09,1510,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,43,Goods vehicle 3.5 tonnes mgw and under
300609,434718,442616,2,18-Apr-09,2122,Unclassified,Dry,Darkness: no street lighting,Fine without high winds,Driver,Slight,Male,18,Car
300609,434718,442616,2,18-Apr-09,2122,Unclassified,Dry,Darkness: no street lighting,Fine without high winds,Passenger,Slight,Male,18,Car
300609,434718,442616,2,18-Apr-09,2122,Unclassified,Dry,Darkness: no street lighting,Fine without high winds,Passenger,Slight,Female,16,Car
300609,434718,442616,2,18-Apr-09,2122,Unclassified,Dry,Darkness: no street lighting,Fine without high winds,Passenger,Slight,Male,17,Car
300709,432436,436328,1,18-Apr-09,1435,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Serious,Male,35,Car
300809,431891,434950,2,18-Apr-09,1635,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,35,Car
304909,434539,433283,1,18-Apr-09,1204,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,32,Goods vehicle 7.5 tonnes mgw and over
305809,427785,430686,2,18-Apr-09,950,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,64,Car
305809,427785,430686,2,18-Apr-09,950,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,38,Car
306409,426375,427760,2,18-Apr-09,1230,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,41,Car
306809,427967,431940,1,18-Apr-09,1410,A,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,12,Car
306909,429453,431243,1,18-Apr-09,1545,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,6,Car
307009,429556,427698,1,18-Apr-09,1805,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,12,Car
379509,430750,433455,2,18-Apr-09,1600,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,25,Car
379509,430750,433455,2,18-Apr-09,1600,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,36,Car
379509,430750,433455,2,18-Apr-09,1600,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,35,Car
379509,430750,433455,2,18-Apr-09,1600,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,22,Car
307709,429805,434424,2,20-Apr-09,1140,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,77,Car
308109,434571,428654,3,20-Apr-09,1805,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,6,Pedal cycle
308209,428630,434178,2,20-Apr-09,1350,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,31,Car
308409,426126,435588,2,20-Apr-09,1130,B,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,61,Pedal cycle
312009,435382,437391,2,20-Apr-09,1015,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,53,Car
312509,426644,433492,1,20-Apr-09,1519,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,10,Car
313609,429107,436244,2,20-Apr-09,836,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,53,Goods vehicle 3.5 tonnes mgw and under
313609,429107,436244,2,20-Apr-09,836,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,15,Car
313609,429107,436244,2,20-Apr-09,836,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,14,Car
