Reference Number,Grid Ref: Easting,Grid Ref: Northing,Number of Vehicles,Accident Date,Time (24hr),1st Road Class,Road Surface,Lighting Conditions,Weather Conditions,Casualty Class,,Casualty Severity,Sex of Casualty,Age of Casualty,
130198622,428863,433942,2,13-May-13,1800,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,2,Passenger,Slight,Female,19,Taxi/Private hire car
130199230,429829,438904,2,14-May-13,955,A,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,30,Pedal cycle
130199559,431458,432727,3,14-May-13,1225,Unclassified,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Female,25,Car
130199559,431458,432727,3,14-May-13,1225,Unclassified,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,55,Car
130200198,420505,440235,2,13-May-13,1910,A,Dry,Darkness: street lighting unknown,Fine without high winds,1,Driver,Slight,Female,35,Pedal cycle
130200318,440940,428434,3,14-May-13,2020,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,1,Driver,Slight,Male,24,Car
130200318,440940,428434,3,14-May-13,2020,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,2,Passenger,Slight,Female,32,Car
130200318,440940,428434,3,14-May-13,2020,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,2,Passenger,Slight,Male,35,Car
130200318,440940,428434,3,14-May-13,2020,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,2,Passenger,Slight,Male,12,Car
130200318,440940,428434,3,14-May-13,2020,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,2,Passenger,Slight,Male,12,Car
130201445,431380,430205,2,13-May-13,650,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,1,Driver,Slight,Male,20,Pedal cycle
130201486,428149,435477,2,24-Jun-13,1005,Unclassified,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,20,Pedal cycle
130201537,430233,435113,2,15-May-13,1545,Unclassified,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,28,Motorcycle over 125cc and up to 500cc
130201720,432513,427316,2,15-May-13,1740,A,Dry,Darkness: street lighting unknown,Fine without high winds,1,Driver,Slight,Female,18,Car
130201720,432513,427316,2,15-May-13,1740,A,Dry,Darkness: street lighting unknown,Fine without high winds,1,Driver,Slight,Female,56,Car
130201720,432513,427316,2,15-May-13,1740,A,Dry,Darkness: street lighting unknown,Fine without high winds,2,Passenger,Slight,Female,9,Car
130201720,432513,427316,2,15-May-13,1740,A,Dry,Darkness: street lighting unknown,Fine without high winds,2,Passenger,Slight,Female,12,Car
130201720,432513,427316,2,15-May-13,1740,A,Dry,Darkness: street lighting unknown,Fine without high winds,2,Passenger,Slight,Female,35,Car
130201720,432513,427316,2,15-May-13,1740,A,Dry,Darkness: street lighting unknown,Fine without high winds,2,Passenger,Serious,Female,35,Car
130201720,432513,427316,2,15-May-13,1740,A,Dry,Darkness: street lighting unknown,Fine without high winds,2,Passenger,Slight,Female,23,Car
130201727,437068,437604,4,15-May-13,1750,A,Dry,Darkness: street lighting unknown,Fine without high winds,1,Driver,Slight,Female,51,Car
130202497,429096,435481,2,16-May-13,810,Unclassified,Dry,Daylight: street lights present,Fine without high winds,3,Pedestrian,Slight,Female,50,Taxi/Private hire car
130203193,435826,435224,3,16-May-13,1300,A,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Female,38,Car
130203193,435826,435224,3,16-May-13,1300,A,Dry,Daylight: street lights present,Fine without high winds,2,Passenger,Slight,Female,12,Car
130203193,435826,435224,3,16-May-13,1300,A,Dry,Daylight: street lights present,Fine without high winds,2,Passenger,Slight,Male,30,Car
130203193,435826,435224,3,16-May-13,1300,A,Dry,Daylight: street lights present,Fine without high winds,2,Passenger,Slight,Male,3,Car
130203249,416576,441777,2,16-May-13,1711,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,1,Driver,Slight,Male,69,Car
130204552,432471,437286,2,17-May-13,850,Unclassified,Dry,Daylight: street lights present,Fine without high winds,3,Pedestrian,Slight,Male,5,Car
130204848,430869,436357,2,17-May-13,1549,Unclassified,Dry,Daylight: street lights present,Fine without high winds,2,Passenger,Slight,Female,47,Bus or coach (17 or more passenger seats)
130204984,432682,430465,2,17-May-13,1742,B,Dry,Darkness: street lighting unknown,Fine without high winds,1,Driver,Slight,Male,43,Motorcycle over 50cc and up to 125cc
130204984,432682,430465,2,17-May-13,1742,B,Dry,Darkness: street lighting unknown,Fine without high winds,3,Pedestrian,Slight,Male,36,Motorcycle over 50cc and up to 125cc
130204999,430686,434459,2,17-May-13,1725,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,1,Driver,Serious,Male,47,Motorcycle over 50cc and up to 125cc
130205057,432468,434802,2,17-May-13,1820,B,Dry,Darkness: street lighting unknown,Fine without high winds,1,Driver,Slight,Male,22,Pedal cycle
130205084,426212,431883,2,17-May-13,1720,A,Dry,Darkness: street lighting unknown,Fine without high winds,1,Driver,Slight,Male,30,Car
130205084,426212,431883,2,17-May-13,1720,A,Dry,Darkness: street lighting unknown,Fine without high winds,2,Passenger,Slight,Female,22,Car
130205084,426212,431883,2,17-May-13,1720,A,Dry,Darkness: street lighting unknown,Fine without high winds,2,Passenger,Slight,Male,8,Car
130205098,428064,435957,2,17-May-13,1930,A,Dry,Darkness: street lighting unknown,Fine without high winds,1,Driver,Slight,Male,21,Pedal cycle
130205134,429034,437517,1,17-May-13,1844,B,Dry,Darkness: street lighting unknown,Fine without high winds,3,Pedestrian,Slight,Male,20,Car
130205339,429141,435249,2,17-May-13,1750,A,Dry,Darkness: street lighting unknown,Fine without high winds,1,Driver,Slight,Male,30,Car
130205339,429141,435249,2,17-May-13,1750,A,Dry,Darkness: street lighting unknown,Fine without high winds,2,Passenger,Slight,Male,43,Car
130205659,429025,429921,2,18-May-13,810,A,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,79,Car
130206407,419846,432207,2,18-May-13,1845,Unclassified,Wet / Damp,Darkness: street lighting unknown,Fine without high winds,1,Driver,Fatal,Male,42,Motorcycle over 125cc and up to 500cc
130206758,440463,446696,2,19-May-13,555,A(M),Wet / Damp,Darkness: street lighting unknown,Fine without high winds,1,Driver,Slight,Male,56,Car
130206969,428413,436830,2,19-May-13,920,B,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,47,Car
130209467,430524,435120,2,18-May-13,1130,Unclassified,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,36,Goods vehicle 3.5 tonnes mgw and under
130210796,428303,430706,1,21-May-13,1815,Unclassified,Wet / Damp,Darkness: street lighting unknown,Fine without high winds,3,Pedestrian,Slight,Male,10,Car
130211683,427607,434510,2,22-May-13,1140,A,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Female,24,Pedal cycle
130212165,434125,433890,1,22-May-13,1510,B,Dry,Daylight: street lights present,Fine without high winds,3,Pedestrian,Slight,Female,13,Bus or coach (17 or more passenger seats)
130212435,419593,432731,2,22-May-13,1850,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,1,Driver,Slight,Male,20,Car
130212435,419593,432731,2,22-May-13,1850,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,1,Driver,Slight,Female,46,Car
130212435,419593,432731,2,22-May-13,1850,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,2,Passenger,Slight,Male,23,Car
130212435,419593,432731,2,22-May-13,1850,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,2,Passenger,Slight,Male,23,Car
130213037,429206,434162,2,23-May-13,840,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Female,25,Pedal cycle
130213148,429961,432507,2,23-May-13,904,A,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,21,Pedal cycle
130213374,425333,434327,2,23-May-13,1242,A,Wet / Damp,Daylight: street lights present,Raining without high winds,1,Driver,Slight,Male,29,Car
130213463,432334,426949,2,23-May-13,1104,Motorway,Wet / Damp,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,46,Car
130213463,432334,426949,2,23-May-13,1104,Motorway,Wet / Damp,Daylight: street lights present,Fine without high winds,2,Passenger,Slight,Female,59,Car
130213734,432009,435657,1,23-May-13,1554,Unclassified,Dry,Daylight: street lights present,Fine without high winds,3,Pedestrian,Slight,Female,1,Car
130214629,432172,439384,2,24-May-13,805,Unclassified,Wet / Damp,Daylight: street lights present,Raining without high winds,1,Driver,Slight,Female,40,Car
130214899,427534,436929,1,24-May-13,945,A,Dry,Daylight: street lights present,Fine without high winds,2,Passenger,Slight,Female,45,Bus or coach (17 or more passenger seats)
130215384,427068,431800,2,24-May-13,1510,A,Wet / Damp,Daylight: street lights present,Raining without high winds,1,Driver,Slight,Male,43,Motorcycle over 500cc
130215388,423482,434037,1,24-May-13,1515,Unclassified,Dry,Daylight: street lights present,Fine without high winds,3,Pedestrian,Slight,Female,10,Car
130215401,427151,432329,1,24-May-13,1555,Unclassified,Wet / Damp,Daylight: street lights present,Raining with high winds,3,Pedestrian,Slight,Female,27,Car
130215465,429986,433393,2,24-May-13,1630,Unclassified,Wet / Damp,Daylight: street lights present,Fine with high winds,1,Driver,Slight,Female,42,Car
130215465,429986,433393,2,24-May-13,1630,Unclassified,Wet / Damp,Daylight: street lights present,Fine with high winds,1,Driver,Slight,Male,55,Pedal cycle
130215489,438554,430036,2,24-May-13,1740,Unclassified,Wet / Damp,Darkness: street lighting unknown,Fine without high winds,1,Driver,Slight,Male,21,Car
130216346,436017,435498,2,24-May-13,1800,A,Dry,Darkness: street lighting unknown,Fine without high winds,3,Pedestrian,Slight,Male,35,Car
130216523,427570,434537,2,25-May-13,1330,A,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Female,35,Pedal cycle
130216754,436134,435286,2,25-May-13,1805,A,Dry,Darkness: street lighting unknown,Fine without high winds,1,Driver,Slight,Male,20,Car
130216754,436134,435286,2,25-May-13,1805,A,Dry,Darkness: street lighting unknown,Fine without high winds,1,Driver,Slight,Female,68,Car
130216788,430379,433555,1,25-May-13,1615,Unclassified,Dry,Daylight: street lights present,Fine without high winds,2,Passenger,Slight,Female,66,Bus or coach (17 or more passenger seats)
130216788,430379,433555,1,25-May-13,1615,Unclassified,Dry,Daylight: street lights present,Fine without high winds,2,Passenger,Slight,Female,27,Bus or coach (17 or more passenger seats)
130216831,430786,429754,1,25-May-13,1840,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,3,Pedestrian,Slight,Male,6,Car
130216967,436164,434486,1,25-May-13,1950,A,Dry,Darkness: street lighting unknown,Fine without high winds,3,Pedestrian,Slight,Male,32,Car
130216979,429766,427688,2,25-May-13,2015,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,1,Driver,Slight,Male,10,Pedal cycle
130217182,431596,434014,3,26-May-13,110,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,1,Driver,Slight,Female,21,Car
130217182,431596,434014,3,26-May-13,110,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,2,Passenger,Slight,Female,20,Car
130217182,431596,434014,3,26-May-13,110,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,2,Passenger,Slight,Male,23,Car
130217657,426420,435664,1,26-May-13,330,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,2,Passenger,Slight,Male,22,Taxi/Private hire car
130217883,430803,433252,2,26-May-13,1629,Unclassified,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Female,22,Car
130217883,430803,433252,2,26-May-13,1629,Unclassified,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,24,Car
130217920,429918,427994,2,25-May-13,1230,Unclassified,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Female,40,Car
130218562,429571,437522,2,26-May-13,2000,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,1,Driver,Slight,Female,38,Car
130218562,429571,437522,2,26-May-13,2000,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,2,Passenger,Slight,Female,18,Car
130218739,428010,426212,2,27-May-13,1230,A,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,28,Pedal cycle
130218757,420593,445096,1,27-May-13,1208,A,Dry,Daylight: street lights present,Fine without high winds,3,Pedestrian,Serious,Male,78,Car
130219660,425232,435259,2,26-May-13,1930,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,1,Driver,Slight,Male,35,Car
130219925,439017,439185,2,28-May-13,610,A,Dry,Darkness: street lighting unknown,Fine without high winds,1,Driver,Slight,Male,28,Car
130219962,430998,430598,2,27-May-13,1330,Unclassified,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Female,38,Pedal cycle
130220009,428688,434943,2,01-May-13,1345,Unclassified,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,38,Car
130220341,430409,433685,1,28-May-13,1350,Unclassified,Dry,Daylight: street lights present,Fine without high winds,2,Passenger,Slight,Male,5,Bus or coach (17 or more passenger seats)
130220677,430096,432243,2,28-May-13,2315,A,Dry,Darkness: street lights present and lit,Fine without high winds,1,Driver,Slight,Male,45,Car
130220828,435644,435057,1,28-May-13,844,A,Wet / Damp,Daylight: street lights present,Raining without high winds,1,Driver,Slight,Male,40,Car
130221138,428465,431348,2,29-May-13,901,A,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Female,55,Car
130221233,430489,435971,2,28-May-13,1930,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,1,Driver,Slight,Female,31,Car
130221233,430489,435971,2,28-May-13,1930,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,1,Driver,Slight,Male,58,Car
130221905,435101,435221,2,29-May-13,205,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,1,Driver,Slight,Male,19,Pedal cycle
130222212,429432,433909,1,30-May-13,135,A,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,1,Driver,Slight,Male,20,Car
130222212,429432,433909,1,30-May-13,135,A,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,2,Passenger,Slight,Male,22,Car
130222212,429432,433909,1,30-May-13,135,A,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,2,Passenger,Slight,Male,21,Car
130222212,429432,433909,1,30-May-13,135,A,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,2,Passenger,Slight,Female,21,Car
130222258,431883,435473,2,29-May-13,1400,Unclassified,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,28,Car
130222836,436134,437731,2,30-May-13,1125,Unclassified,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Female,35,Car
130222836,436134,437731,2,30-May-13,1125,Unclassified,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Female,27,Car
130222872,423772,444127,2,01-May-13,702,A,Dry,Darkness: street lighting unknown,Fine without high winds,1,Driver,Slight,Female,39,Car
130223321,428257,436607,2,30-May-13,1632,Unclassified,Dry,Daylight: street lights present,Fine without high winds,2,Passenger,Slight,Female,21,Car
130223696,430796,433453,2,30-May-13,2220,A,Dry,Darkness: street lights present and lit,Fine without high winds,1,Driver,Slight,Male,36,Car
130224055,430658,438173,1,31-May-13,550,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,1,Driver,Slight,Male,20,Car
130224225,427482,432591,2,31-May-13,1010,Unclassified,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,29,Taxi/Private hire car
130224225,427482,432591,2,31-May-13,1010,Unclassified,Dry,Daylight: street lights present,Fine without high winds,2,Passenger,Slight,Female,19,Taxi/Private hire car
130224228,428275,429577,2,31-May-13,1010,A,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Female,45,Car
130224796,420389,445557,3,31-May-13,1725,A,Dry,Darkness: street lighting unknown,Fine without high winds,3,Pedestrian,Serious,Male,38,Car
